ID,Max Velocity(km/h),Min Velocity(km/h),Avg Velocity(km/h)
1947,108.1,31.1,60.2
1948,144.4,20.2,57.7
1950,84.9,12.2,62.9
1951,95.1,18.3,70.6
1952,56.0,8.8,37.0
1953,64.7,22.0,52.7
1954,93.0,10.0,67.2
1955,76.9,47.8,69.5
1956,34.8,0.0,16.3
1957,40.8,0.0,12.3
1958,94.1,53.4,88.2
1959,78.0,15.1,49.1
1960,102.5,18.5,66.7
1961,109.8,65.5,93.8
1962,112.3,26.1,54.2
1964,50.1,18.7,38.4
1965,113.3,24.8,61.8
1966,26.9,12.3,19.0
1967,78.7,43.6,55.4
1968,72.4,36.3,53.0
1969,40.8,0.0,24.4
1971,0.0,0.0,0.0
1972,95.8,17.9,70.0
1973,130.1,21.2,58.2
1974,109.6,48.4,80.2
1975,103.1,23.4,64.5
1976,98.3,50.7,76.8
1977,101.6,17.5,72.4
1978,65.5,13.7,48.8
1979,100.1,13.4,65.9
1980,88.3,0.0,30.2
1981,99.1,41.1,68.8
1982,82.9,13.8,59.6
1983,79.4,3.3,53.6
1984,84.6,34.7,70.6
1985,108.9,19.5,75.6
1986,79.7,16.7,51.5
1987,95.4,8.6,53.8
1988,120.7,15.4,75.4
1989,142.1,32.5,66.0
1990,109.6,26.9,76.2
1991,10.2,10.2,10.2
1992,37.2,29.4,33.3
1993,140.4,44.8,76.6
1994,21.7,1.8,9.8
1995,103.9,20.8,72.5
1996,65.0,13.6,47.1
1997,19.8,0.0,7.7
1998,100.2,17.1,68.0
1999,52.4,0.0,17.7
2000,101.1,16.3,69.6
2001,101.4,42.5,70.8
2003,82.0,10.3,64.7
2004,103.2,9.5,64.1
2006,96.9,13.4,63.7
2007,72.7,12.6,58.0
2008,21.4,0.0,4.6
2009,121.1,38.8,66.5
2010,139.0,16.2,71.6
2011,97.5,29.0,68.0
2012,86.0,0.3,19.0
2013,106.6,0.0,19.0
2014,77.3,53.0,59.3
2015,36.5,0.0,18.1
2016,97.8,8.8,62.7
2018,112.8,16.1,76.7
2019,62.2,32.2,46.2
2020,98.2,9.7,66.6
2021,102.1,14.6,72.1
2023,65.2,42.2,54.2
2024,125.1,0.0,6.2
2025,94.8,4.2,65.3
2026,74.8,10.4,54.5
2027,97.9,14.6,70.8
2028,41.1,4.3,22.2
2029,37.0,0.0,22.0
2030,99.3,64.3,72.0
2031,65.0,0.0,22.1
2032,39.3,3.8,26.9
2033,33.0,4.6,22.6
2034,10.8,0.0,4.9
2035,17.1,0.0,7.5
2036,35.5,0.0,22.9
2037,37.0,0.0,27.7
2038,83.2,31.4,48.4
2039,35.2,6.9,28.9
2040,36.4,4.4,20.2
2041,41.9,0.0,26.8
2042,37.2,0.0,25.2
2043,35.6,4.5,27.5
2044,43.6,0.0,30.6
2045,120.9,46.2,78.8
2046,51.8,2.0,19.3
2047,34.6,2.8,22.8
2049,48.7,1.4,12.1
2050,20.0,4.4,11.3
2051,76.1,8.1,31.9
2052,95.2,2.8,34.0
2053,32.7,4.2,24.2
2054,30.0,23.3,26.6
2055,41.7,0.0,27.3
2056,33.3,2.9,26.5
2057,130.0,8.3,39.1
2058,54.1,0.0,38.6
2059,88.5,44.2,60.4
2060,35.6,7.2,27.4
2061,31.8,4.2,23.8
2062,26.2,0.0,14.4
2063,40.7,0.0,23.2
2064,40.6,6.9,35.1
2065,8.4,0.8,6.1
2066,38.0,0.0,19.7
2067,33.4,22.1,27.1
2068,49.8,0.0,34.3
2069,6.7,0.0,3.6
2070,16.4,4.2,9.8
2071,42.1,6.4,31.3
2072,54.9,0.0,44.5
2073,43.6,12.8,30.9
2074,35.4,4.2,26.3
2075,117.4,23.9,43.1
2076,49.8,0.0,8.5
2077,70.1,70.1,70.1
2078,36.9,0.0,6.8
2079,14.0,0.0,4.2
2080,70.3,0.0,8.3
2081,54.1,19.2,28.1
2082,52.1,12.9,28.8
2083,37.8,2.8,27.1
2084,70.9,23.6,43.3
2085,24.8,0.0,17.2
2086,9.9,3.5,7.1
2087,141.0,40.9,58.0
2088,46.9,0.0,7.9
2089,29.6,0.0,13.4
2090,53.9,22.8,27.8
2091,54.0,22.9,36.8
2092,7.4,0.0,1.5
2093,21.5,5.1,11.4
2094,42.6,0.0,25.1
2095,43.9,21.7,36.7
2096,41.9,14.1,31.8
2097,41.9,19.9,32.8
2098,10.3,0.0,2.2
2099,43.1,23.2,37.0
2100,37.5,26.9,32.6
2101,42.5,13.5,34.5
2102,15.2,9.1,10.6
2103,41.4,34.3,37.0
2104,10.2,0.0,6.2
2105,47.0,19.6,40.3
2107,43.7,32.0,39.0
2108,30.4,6.9,14.8
2109,49.2,30.7,39.7
2110,12.4,6.9,9.1
2111,39.0,17.1,32.2
2112,36.1,9.9,30.6
2113,13.3,6.9,10.4
2114,42.5,19.6,37.6
2115,35.5,12.7,30.8
2116,39.1,19.7,34.6
2117,25.4,25.4,25.4
2118,32.6,0.0,7.6
2119,0.0,0.0,0.0
2120,62.0,11.6,31.4
2121,47.2,35.2,38.3
2122,20.0,5.7,16.4
2123,59.2,30.9,40.3
2124,58.2,11.3,39.2
2125,23.3,11.5,13.3
2126,47.5,27.3,36.3
2127,0.4,0.0,0.0
2128,47.6,15.5,35.0
2129,65.6,6.8,36.2
2130,41.7,20.4,36.8
2131,92.9,73.4,85.0
2132,21.2,11.4,16.4
2134,39.9,28.7,37.7
2135,0.9,0.9,0.9
2136,44.3,33.6,38.1
2137,47.5,28.1,36.7
2138,27.2,19.7,23.2
2139,47.5,38.3,41.0
2140,40.5,26.1,36.7
2141,52.8,39.0,47.4
2142,64.4,48.8,56.6
2143,13.2,13.2,13.2
2144,38.5,36.1,37.2
2145,47.9,19.5,43.8
2146,48.8,27.8,38.0
2147,10.4,0.0,1.8
2148,12.1,0.0,1.9
2149,6.8,0.0,2.6
2150,1.8,0.0,1.1
2151,8.3,0.0,1.6
2152,64.4,8.6,35.1
2153,16.4,0.0,2.8
2154,77.0,0.0,33.6
2156,85.0,11.2,39.5
2157,72.3,14.2,37.9
2158,73.1,7.9,38.7
2159,34.9,8.5,23.6
2160,32.7,14.0,25.1
2161,13.0,0.0,7.0
2162,29.2,11.8,20.5
2163,43.0,4.2,24.5
2164,2.4,0.0,0.7
2165,88.2,13.4,46.8
2166,32.0,19.8,26.4
2167,81.9,16.6,42.2
2168,17.0,0.0,7.6
2169,20.7,17.0,18.9
2170,80.7,44.6,58.4
2171,33.1,6.2,22.6
2172,29.8,11.6,25.3
2173,14.0,0.0,2.8
2174,15.7,0.0,6.5
2175,89.1,12.0,45.3
2176,8.2,0.0,5.2
2177,18.7,0.0,7.9
2178,31.1,8.2,21.3
2179,70.3,16.3,38.9
2180,2.4,0.0,0.9
2181,52.1,11.0,26.0
2182,61.8,61.8,61.8
2184,60.6,12.6,22.0
2185,69.7,39.5,55.7
2186,77.6,27.2,52.7
2187,74.0,31.1,55.7
2188,9.1,0.0,4.0
2189,37.7,13.2,18.0
2190,8.5,0.0,3.3
2191,60.5,4.7,51.2
2192,81.3,9.8,40.6
2193,56.4,22.4,31.3
2195,15.1,0.0,3.8
2196,79.7,10.3,39.9
2197,91.7,14.1,46.5
2198,46.1,27.6,35.5
2199,68.4,12.2,35.9
2200,73.0,8.5,38.6
2201,81.0,8.4,65.0
2202,85.5,43.8,58.4
2203,93.9,33.4,62.6
2204,0.0,0.0,0.0
2205,26.4,0.0,8.0
2206,12.1,0.0,3.0
2207,0.0,0.0,0.0
2208,1.8,0.0,0.6
2209,46.8,0.0,4.6
2210,56.1,56.1,56.1
2211,18.4,0.0,13.1
2212,64.9,0.0,14.0
2213,16.2,0.0,6.4
2214,36.2,28.2,34.1
2215,40.5,28.6,33.6
2216,10.1,0.0,5.3
2217,37.1,25.5,31.5
2218,36.0,19.7,32.4
2219,32.5,6.5,27.1
2220,69.1,24.7,34.5
2221,46.8,8.3,23.6
2222,48.2,25.9,41.5
2223,39.0,0.0,15.7
2224,15.9,0.0,10.0
2225,52.3,25.0,35.4
2226,53.2,14.2,38.9
2227,39.8,10.6,24.7
2228,93.4,12.9,63.4
2229,27.1,4.2,19.8
2230,46.9,31.5,36.9
2231,47.7,24.2,29.1
2232,38.8,38.6,38.7
2234,87.2,29.5,72.3
2235,50.4,5.3,34.3
2236,77.8,13.7,50.7
2237,62.6,17.5,41.9
2238,60.3,7.7,26.6
2239,38.5,27.6,33.9
2240,97.7,64.0,77.7
2241,47.1,28.8,37.3
2242,3.8,0.0,1.1
2243,51.8,13.8,40.1
2244,51.3,22.8,45.0
2245,56.0,9.9,41.4
2246,30.1,0.0,27.2
2247,22.8,7.7,15.5
2248,46.3,20.8,36.9
2250,84.5,18.4,56.1
2251,81.1,7.3,65.1
2252,32.5,8.6,25.9
2253,47.3,28.3,38.6
2256,31.1,8.6,28.4
2257,72.6,34.5,41.8
2258,36.0,16.5,32.5
2259,44.3,15.7,33.7
2260,91.9,43.7,70.8
2261,68.1,68.1,68.1
2262,51.4,27.1,37.5
2263,56.8,4.1,40.9
2265,70.1,27.3,32.2
2266,53.0,36.4,39.2
2267,134.0,36.0,55.5
2268,15.1,4.3,8.3
2269,97.7,16.9,62.2
2270,53.6,22.9,30.6
2271,95.0,13.2,63.1
2272,40.5,22.0,36.2
2273,33.1,0.0,11.6
2274,50.5,25.8,39.0
2275,57.9,10.3,44.7
2276,35.4,14.8,26.7
2277,59.8,23.7,44.7
2278,74.3,25.0,37.5
2279,30.3,0.0,6.0
2280,45.7,31.6,37.2
2281,89.6,25.3,62.3
2282,66.6,9.7,39.5
2283,67.4,9.5,40.5
2284,64.5,28.6,37.4
2285,36.5,17.8,29.6
2286,25.5,0.0,16.0
2287,40.6,0.0,14.1
2288,94.1,30.7,59.0
2290,58.1,9.2,42.2
2291,33.4,21.5,29.8
2292,62.2,31.2,40.8
2293,97.4,14.8,62.8
2294,35.5,20.2,29.4
2295,50.4,29.7,33.9
2296,34.7,14.2,30.9
2297,43.6,0.0,19.6
2298,55.5,7.6,34.1
2299,139.6,63.3,76.5
2300,47.8,26.6,38.1
2301,35.4,24.3,31.6
2302,22.8,9.5,17.4
2303,41.2,5.5,35.0
2304,68.5,0.0,53.4
2305,97.3,53.2,75.2
2306,74.3,12.3,54.8
2307,23.1,6.9,14.9
2308,62.5,28.7,38.1
2309,44.8,24.7,37.6
2310,53.9,42.7,47.1
2311,59.2,24.2,33.5
2312,13.9,0.0,8.1
2313,64.6,64.6,64.6
2314,19.0,10.5,13.1
2315,58.8,18.1,44.0
2316,15.5,5.6,10.5
2317,79.7,24.1,56.2
2318,104.7,28.3,71.2
2319,102.3,62.8,75.5
2320,38.5,29.0,33.2
2321,18.2,0.0,10.2
2322,38.1,22.3,35.0
2323,12.4,12.4,12.4
2324,20.3,0.0,13.2
2325,55.3,20.0,35.6
2326,92.6,24.7,37.9
2327,39.9,27.8,34.3
2328,35.2,0.0,9.4
2329,85.8,0.0,33.5
2330,84.9,21.0,40.5
2331,34.6,34.6,34.6
2333,52.0,15.0,42.1
2334,45.5,29.6,39.7
2335,44.5,11.4,38.1
2336,38.8,37.8,38.3
2337,35.2,35.2,35.2
2339,88.7,6.1,66.0
2340,32.6,32.6,32.6
2341,46.9,10.5,32.1
2342,41.6,24.3,32.3
2343,107.4,52.0,64.0
2344,100.2,0.0,15.3
2345,38.6,29.8,34.2
2346,49.2,1.0,13.7
2347,34.2,24.5,27.9
2348,132.0,59.8,85.4
2349,90.6,34.0,60.4
2350,38.3,0.0,27.3
2351,62.8,23.0,40.3
2352,73.6,19.2,52.1
2353,89.5,39.4,51.0
2354,84.5,8.3,55.2
2355,48.1,25.2,38.3
2356,81.7,16.3,65.4
2357,48.8,0.0,12.6
2358,46.0,23.9,41.3
2359,125.4,28.5,55.9
2360,50.7,18.8,32.3
2361,82.3,17.9,66.6
2362,53.8,28.8,39.1
2363,109.6,16.8,77.8
2364,66.2,0.0,9.4
2365,88.9,60.8,77.0
2366,67.3,31.7,58.5
2367,106.2,18.4,71.1
2368,93.2,9.0,66.1
2369,111.0,34.6,63.2
2370,58.2,50.9,54.5
2371,105.5,14.5,70.8
2372,54.5,37.1,45.5
2373,146.9,65.9,80.0
2374,45.3,29.3,37.7
2375,102.4,12.5,72.7
2376,111.6,12.4,75.8
2377,76.5,12.3,58.6
2379,82.1,32.2,45.1
2380,97.8,13.5,70.8
2381,97.7,61.4,76.6
2382,58.2,36.9,48.8
2383,125.3,23.5,83.1
2384,119.7,28.5,59.7
2385,49.7,6.6,14.7
2386,5.6,3.9,4.7
2387,61.6,17.4,52.8
2388,63.4,39.2,50.4
2389,99.4,67.5,84.6
2390,82.5,20.7,66.6
2391,44.7,28.5,37.6
2393,111.4,55.0,85.4
2394,50.9,36.4,44.9
2395,83.9,21.2,73.8
2396,30.0,4.2,20.1
2397,52.0,4.4,18.5
2398,109.3,12.0,73.9
2399,85.2,21.4,58.4
2400,52.9,37.7,47.1
2401,105.4,68.6,96.3
2403,68.2,36.7,52.0
2404,106.6,60.3,69.9
2405,85.8,27.7,79.1
2406,73.1,7.6,16.1
2407,124.5,33.4,64.3
2409,145.2,39.9,62.1
2410,98.9,15.2,62.7
2411,2.6,0.0,1.2
2412,81.2,0.0,25.4
2413,53.2,24.9,44.2
2414,97.0,8.2,68.8
2415,103.0,11.8,73.9
2416,67.2,44.8,63.7
2417,116.6,36.4,78.1
2418,65.1,12.1,50.6
2419,77.0,40.9,61.1
2420,106.1,71.5,83.2
2421,55.7,36.2,49.5
2422,69.3,0.0,23.0
2423,116.0,17.1,73.7
2424,77.2,14.9,64.1
2425,122.2,8.6,57.4
2426,109.6,70.6,88.9
2427,106.0,101.6,103.8
2428,81.3,13.4,51.7
2429,87.4,62.0,80.8
2430,99.4,58.6,71.6
2431,65.8,13.8,45.2
2432,53.1,0.0,25.0
2433,61.8,44.7,53.8
2434,113.1,66.4,79.6
2435,97.4,20.1,73.5
2436,58.9,19.8,43.9
2437,142.6,74.7,85.3
2438,13.9,13.9,13.9
2439,74.0,36.5,48.9
2440,69.6,44.3,58.3
2441,100.6,47.1,86.6
2442,101.6,34.8,63.8
2444,57.7,21.2,46.2
2445,78.0,41.6,69.0
2446,82.5,14.8,67.7
2447,63.1,17.4,49.9
2448,112.2,16.1,78.2
2449,113.4,41.4,68.5
2451,63.7,44.4,58.0
2453,132.6,11.3,76.3
2454,95.3,4.2,73.0
2455,41.3,10.9,27.1
2456,16.5,16.5,16.5
2457,115.1,12.5,79.7
2458,112.8,0.0,10.0
2459,91.4,70.2,76.4
2460,46.0,9.9,33.3
2461,57.2,11.6,28.8
2462,112.6,16.8,79.2
2463,21.3,21.3,21.3
2464,64.7,27.1,55.0
2465,140.8,66.5,86.3
2466,57.9,0.0,25.5
2467,10.4,3.6,7.4
2468,0.0,0.0,0.0
2469,49.3,8.2,25.0
2470,32.5,0.0,19.9
2471,41.5,15.9,29.4
2472,34.0,0.0,5.7
2473,25.1,16.8,20.1
2474,70.6,14.1,40.3
2475,60.4,0.0,20.4
2476,54.2,8.3,40.4
2477,63.4,14.7,25.4
2478,27.9,9.9,22.9
2479,36.4,0.0,26.8
2480,36.0,0.0,27.3
2481,32.7,21.4,27.8
2482,58.8,26.0,38.8
2483,74.2,21.1,27.2
2484,59.7,17.5,48.2
2485,35.1,1.4,24.6
2486,56.2,16.5,35.2
2487,34.8,16.6,29.2
2488,118.8,5.7,42.6
2489,32.4,1.4,23.6
2490,20.9,4.2,13.4
2491,70.9,11.3,33.4
2492,57.9,17.0,32.5
2493,50.1,7.3,35.5
2494,35.6,28.4,32.4
2495,32.0,2.8,22.2
2496,99.9,5.9,30.1
2497,39.2,27.1,34.3
2498,33.8,2.9,26.5
2499,39.9,23.3,33.6
2500,44.3,9.7,38.6
2501,113.5,25.0,36.9
2502,99.1,23.1,40.7
2503,43.5,0.0,34.3
2504,34.1,1.4,25.9
2505,47.2,6.8,35.7
2506,35.3,2.8,24.1
2507,45.7,29.0,37.1
2508,33.4,3.8,14.9
2510,33.0,22.5,30.2
2511,32.1,4.3,24.8
2512,52.8,14.3,31.1
2513,72.3,8.1,55.8
2514,62.1,8.3,33.1
2515,4.9,0.0,2.3
2516,68.1,4.5,49.0
2517,10.3,5.1,7.7
2518,30.8,2.9,24.4
2519,34.6,0.0,22.7
2520,43.8,7.2,33.4
2521,26.3,0.0,17.4
2522,44.9,2.9,19.6
2523,34.0,1.7,23.2
2524,70.5,40.6,47.2
2525,31.6,4.2,21.5
2526,28.0,4.3,22.1
2527,39.1,0.0,5.4
2528,46.2,0.0,5.3
2529,13.1,0.0,5.8
2530,43.4,28.0,39.0
2531,49.8,4.8,38.9
2532,30.3,1.4,21.5
2533,3.3,3.3,3.3
2534,39.0,18.8,33.0
2535,8.8,0.0,4.1
2536,83.2,0.0,8.5
2537,30.2,1.4,22.9
2538,29.7,2.9,22.6
2540,30.7,2.9,22.0
2541,37.1,4.2,26.1
2542,4.4,0.0,0.9
2543,15.2,13.4,14.1
2544,44.0,29.4,37.8
2546,39.9,7.7,30.5
2547,43.1,29.7,36.7
2548,26.3,10.1,21.0
2549,23.7,0.0,3.8
2550,11.6,4.2,8.5
2551,96.4,45.8,60.8
2552,38.3,11.9,31.1
2553,41.6,29.8,34.8
2554,39.6,16.6,31.4
2555,32.4,23.5,29.6
2556,46.7,0.0,5.2
2557,14.9,9.7,12.1
2558,45.0,24.7,36.2
2559,53.0,19.2,33.5
2560,38.4,17.4,31.9
2561,17.2,15.0,15.9
2562,40.2,20.4,34.7
2563,37.8,20.8,34.9
2564,47.4,28.5,37.6
2565,36.6,10.3,33.6
2566,10.8,0.0,3.4
2567,12.5,7.0,10.6
2569,37.6,33.7,36.1
2570,130.5,32.5,39.6
2571,35.4,25.8,32.4
2572,41.2,22.9,36.9
2573,112.5,65.0,88.8
2574,47.5,29.9,42.4
2575,45.1,9.5,36.5
2576,41.6,22.6,36.4
2577,16.1,13.2,14.1
2578,50.8,31.7,40.3
2579,46.1,19.7,36.2
2580,14.7,0.0,1.5
2581,40.4,15.3,30.0
2582,15.9,8.4,12.2
2583,44.4,13.8,36.7
2584,49.9,33.1,40.4
2585,32.1,28.9,30.5
2586,35.3,18.5,30.9
2587,110.8,0.0,7.2
2588,11.8,0.0,7.1
2589,21.3,11.2,18.6
2590,13.6,9.7,12.3
2591,38.8,22.8,31.3
2592,93.9,35.7,55.9
2593,53.7,30.3,42.9
2594,47.3,21.2,32.4
2595,22.2,12.3,18.0
2596,17.1,0.0,8.7
2597,17.1,0.0,4.8
2598,8.6,0.0,4.0
2599,4.5,0.0,1.0
2600,87.7,19.1,45.0
2601,23.6,16.7,20.1
2602,39.1,9.1,24.8
2603,94.8,3.9,38.3
2604,14.5,0.0,2.6
2605,61.2,14.9,31.3
2606,80.9,16.5,40.3
2607,53.7,53.7,53.7
2608,39.5,10.3,26.9
2609,78.2,8.1,41.7
2610,30.1,5.5,18.0
2611,33.5,11.1,24.1
2612,69.6,0.0,8.4
2613,58.3,12.9,33.3
2614,67.4,12.1,36.4
2615,81.2,11.6,39.5
2616,10.9,0.0,4.1
2617,58.9,15.0,33.9
2618,73.8,18.5,37.9
2619,61.2,31.7,52.8
2620,74.4,15.4,44.7
2621,96.3,23.1,50.5
2622,44.0,15.7,29.0
2623,70.0,15.3,37.8
2624,60.1,42.5,48.4
2625,40.1,14.3,27.2
2626,70.4,15.1,34.0
2627,42.0,14.4,22.4
2628,92.5,14.2,48.5
2629,28.0,28.0,28.0
2630,89.1,14.5,44.8
2631,23.4,13.9,19.5
2632,32.3,8.6,24.2
2633,50.4,12.4,24.5
2634,29.7,20.1,24.9
2635,94.4,15.2,37.3
2636,86.5,9.9,43.6
2637,27.8,11.2,20.4
2638,66.9,55.6,60.2
2639,32.0,22.5,26.6
2640,26.0,23.0,24.9
2641,82.5,12.8,24.4
2642,83.1,27.1,48.3
2643,71.8,26.4,52.6
2644,10.6,0.0,3.9
2645,136.5,51.9,77.8
2647,62.4,26.6,43.1
2649,54.4,33.4,37.6
2650,31.6,6.5,25.5
2651,81.2,23.6,45.0
2652,55.5,9.8,43.9
2653,14.8,1.8,11.5
2654,52.0,20.9,46.6
2655,34.8,0.3,23.3
2656,40.1,0.0,25.2
2657,45.7,18.6,33.4
2658,34.0,23.2,30.9
2659,65.1,38.2,43.3
2660,38.7,0.0,27.1
2662,19.0,4.8,11.7
2663,52.2,19.7,29.5
2664,63.1,0.0,13.2
2665,47.7,27.3,36.8
2666,84.5,7.9,52.1
2667,96.9,4.9,55.1
2668,31.2,19.5,23.7
2669,69.6,10.2,35.0
2670,70.3,34.1,40.9
2671,58.7,0.0,33.6
2672,49.1,4.9,34.6
2673,41.5,31.5,33.8
2674,6.9,4.0,5.8
2675,88.5,10.1,57.5
2676,78.2,10.7,50.4
2677,101.1,13.4,59.2
2679,50.0,30.7,40.1
2680,28.7,6.4,21.7
2681,47.0,3.8,25.2
2682,127.5,0.0,13.7
2683,42.4,16.6,36.2
2684,58.4,20.7,45.3
2685,93.6,9.9,58.6
2686,32.0,5.9,16.5
2687,68.1,39.6,43.9
2688,61.1,25.6,42.3
2689,65.5,63.7,64.4
2690,58.5,27.6,40.4
2691,76.5,72.1,74.7
2692,19.2,3.9,11.5
2693,35.6,1.7,16.0
2694,106.4,12.8,66.1
2695,57.4,33.4,40.8
2696,84.4,11.3,62.6
2697,63.1,20.4,38.3
2698,41.8,33.7,36.0
2699,56.2,32.5,50.1
2700,69.3,39.2,46.8
2701,46.3,14.7,37.3
2702,40.9,5.2,29.2
2703,118.8,47.0,76.7
2704,41.8,10.4,24.8
2705,49.6,9.3,33.3
2706,49.3,29.2,43.8
2707,21.7,0.0,12.1
2708,41.2,31.2,37.3
2709,6.4,2.1,3.7
2710,37.1,7.6,24.0
2711,93.0,40.3,70.0
2712,14.7,14.7,14.7
2713,91.4,15.4,60.9
2714,55.6,31.2,38.6
2715,39.4,11.0,31.5
2716,81.6,10.9,55.3
2717,46.2,0.0,11.6
2718,16.1,0.0,5.7
2719,43.7,32.3,37.2
2720,52.9,51.5,52.4
2721,99.5,20.2,67.5
2722,32.0,4.4,17.8
2723,98.8,26.4,34.3
2724,43.5,40.8,41.8
2725,52.4,12.1,35.7
2726,33.8,28.4,32.4
2727,45.5,8.1,31.8
2728,34.2,34.2,34.2
2729,37.9,11.3,27.2
2730,46.4,10.1,40.2
2731,53.7,38.2,41.1
2732,54.0,26.0,34.8
2733,82.7,48.6,63.2
2734,69.1,12.2,20.9
2735,35.2,8.7,24.7
2736,41.1,29.5,37.5
2737,68.7,32.4,53.6
2738,38.3,9.2,26.9
2739,48.6,9.3,31.5
2740,4.7,0.0,3.2
2741,67.2,12.3,47.1
2742,14.4,12.8,13.8
2743,79.7,28.0,65.1
2744,34.9,25.9,28.2
2745,94.6,9.5,41.4
2746,68.9,45.7,54.6
2747,62.5,13.9,34.5
2748,40.3,0.0,33.2
2749,29.0,0.0,17.4
2750,37.6,8.5,21.4
2751,88.9,9.8,49.9
2752,63.5,8.1,46.0
2753,45.4,11.1,37.1
2754,34.6,0.0,8.7
2755,47.9,30.0,37.8
2756,32.9,18.3,27.7
2757,33.0,7.9,29.8
2758,55.5,0.0,14.2
2759,23.5,0.0,9.1
2760,60.4,24.2,35.5
2761,73.8,52.1,60.4
2762,88.0,6.5,63.4
2763,32.9,18.7,28.8
2764,39.3,24.0,33.3
2765,123.1,35.7,51.5
2766,62.3,13.4,43.7
2767,71.1,8.4,54.3
2768,92.4,0.0,27.2
2769,113.4,45.1,54.0
2770,94.7,0.0,39.6
2771,19.2,12.6,15.2
2772,54.6,50.8,52.7
2773,44.1,27.3,31.8
2774,28.1,13.3,20.7
2775,71.2,38.2,41.9
2776,104.1,20.7,40.0
2777,146.4,25.0,49.7
2778,70.5,0.0,20.1
2779,70.6,0.0,6.7
2781,37.6,22.8,32.6
2782,81.0,18.5,50.7
2783,75.0,17.6,39.5
2784,70.9,6.9,50.7
2785,16.5,0.0,5.6
2786,33.3,21.4,29.7
2787,112.9,31.9,58.3
2788,63.6,13.8,50.0
2789,34.8,0.0,14.4
2790,24.6,0.0,8.0
2791,61.5,6.8,46.8
2793,65.6,10.4,55.3
2794,126.0,62.6,77.6
2795,115.2,17.9,77.2
2797,99.7,51.4,85.6
2798,70.7,18.9,29.5
2799,63.8,6.8,47.4
2800,79.1,12.1,61.8
2801,119.0,18.5,82.1
2802,106.4,26.7,77.3
2803,83.2,50.9,71.4
2804,22.4,0.0,8.2
2805,26.8,0.0,9.8
2806,70.0,27.3,44.7
2807,70.4,14.3,55.3
2808,58.8,28.2,44.3
2809,85.5,0.0,22.7
2810,83.5,28.5,63.2
2811,28.5,0.0,10.4
2812,87.5,24.7,46.6
2813,93.4,22.2,74.4
2814,115.2,14.3,81.0
2815,70.3,10.4,54.5
2816,79.6,47.9,65.6
2817,120.4,10.0,36.8
2818,74.8,11.6,47.9
2819,139.9,35.7,70.7
2820,50.1,11.5,34.9
2821,70.7,11.6,52.6
2822,77.5,15.1,43.2
2823,62.5,31.2,51.4
2825,95.8,46.9,58.7
2826,88.1,66.1,80.0
2827,102.4,0.0,27.4
2828,126.0,16.3,90.1
2830,81.5,13.4,57.2
2831,106.2,70.0,92.5
2832,74.1,42.9,64.4
2834,112.2,12.1,62.9
2835,19.2,17.7,18.5
2836,74.1,16.1,55.9
2837,49.7,20.8,43.6
2838,120.4,47.8,81.6
2839,113.2,76.1,94.2
2840,52.6,13.9,39.6
2841,54.3,32.6,45.8
2842,116.3,78.4,94.3
2843,127.3,52.6,63.9
2844,88.6,11.4,66.4
2845,118.3,17.3,80.7
2846,72.5,28.6,43.5
2847,143.9,57.0,86.8
2848,27.5,15.6,21.6
2849,97.6,25.4,68.2
2850,73.3,9.7,59.8
2851,19.6,19.6,19.6
2852,106.5,12.2,69.4
2853,92.6,61.3,72.6
2854,96.3,6.9,75.8
2855,94.6,17.0,65.1
2857,66.6,35.8,58.7
2859,93.1,31.2,67.9
2860,47.9,35.1,39.5
2861,119.3,40.3,74.7
2862,39.4,1.8,18.6
2863,69.9,36.9,56.7
2864,60.8,41.3,53.3
2865,42.7,2.8,20.2
2866,88.3,52.4,79.5
2868,126.5,19.9,76.7
2869,62.3,10.7,50.0
2870,145.9,12.4,47.6
2871,65.3,52.0,59.9
2872,51.4,43.5,47.4
2873,94.0,7.0,42.5
2874,100.3,45.9,77.3
2875,121.3,64.0,76.0
2876,105.7,10.5,62.4
2877,101.8,69.3,78.0
2879,84.5,15.0,58.2
2880,122.9,47.9,68.2
2882,49.4,7.1,25.9
2883,58.0,6.6,47.1
2884,12.8,0.0,6.8
2885,55.0,0.0,23.6
2886,82.7,8.1,53.8
2887,91.2,15.1,59.8
2888,59.5,20.8,53.9
2889,117.0,49.6,69.5
2890,59.3,10.9,53.8
2891,13.7,6.8,9.4
2892,58.5,10.6,42.3
2893,95.5,13.4,62.2
2894,86.0,9.7,56.5
2895,34.3,0.0,15.1
2896,91.8,15.8,56.1
2897,41.8,3.6,28.2
2898,39.6,5.0,26.7
2899,74.7,8.4,51.5
2900,71.3,35.9,56.8
2901,112.7,26.0,78.9
2902,55.4,41.5,49.1
2903,92.5,8.6,51.0
2904,53.4,50.1,52.0
2905,92.0,11.7,52.6
2906,47.4,5.8,34.2
2907,93.1,11.9,63.2
2908,22.8,12.3,21.2
2909,93.9,8.6,49.0
2910,27.9,9.2,22.7
2911,59.3,0.0,28.0
2912,124.6,12.9,32.2
2913,43.0,0.0,4.9
2914,44.7,0.0,25.1
2915,34.4,0.0,21.3
2916,38.3,1.5,25.7
2917,61.2,0.0,23.2
2918,69.4,0.0,29.2
2919,33.5,0.0,6.6
2920,46.2,0.0,20.4
2921,67.4,14.6,46.3
2922,10.6,5.4,7.5
2923,64.5,8.6,31.8
